Player,Age,Team,Minutes,Offense Position,Offensive Archetype,Defensive Role,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON,Avg Speed Defense,Avg Speed Offense,Minutes Consistency,True Usage%,Years of Experience,Height,Weight,DHO Coverage Aggression,DHO Coverage Versatility,Defensive Positional Versatility,Foul Trouble%,Fouls Committed / 75,Fouls Drawn / 75,Guarded Ball Dominance%,Guarded O-LEBRON,Guarded Off-Ball%,Guarded USG%,Matchup Difficulty,Off-Ball Coverage Aggression,Off-Ball Coverage Versatility,Overall Coverage Versatility,Overall Coverage Aggression,P&R Coverage Aggression,P&R Coverage Versatility,Shot Location Versatility,Stable Avg 2PT Shot Distance,3PT Foul Rate%,3PT Openness Rating,3PT Pull Up Openness Rating,3PT Pull Up Shot Creation,3PT Pull Up Shot Making,3PT Pull Up Shot Making Efficiency,3PT Shooting Talent,3PT Shot Creation,3PT Shot Making,3PT Shot Making Efficiency,3PT Pull Up%,3PT Pull Up Talent,3PT Pull Up Shot Quality,3PT Shot Quality,3PT Versatility,3PT Versatility Rating,3PTA Rate%,Avg. 3PT Shot Distance,C&S 3PT Openness Rating,C&S 3PT Shooting Talent,Stable C&S 3PT%,Drive Foul Rate,Floater Talent,Midrange Talent,Post Up Shot Making,Total Iso Impact / 75,Cut FG%,Stable ATB 3PT%,Stable Avg 3PT Shot Distance,Stable Corner 3PT%,Stable NonHeave ATB 3PT%,Stable Pull Up 3PT%,Movement Attack Rate%,Off Screen Poss/ 75 Poss,Finishing Talent,Screening Talent,Playmaking Talent,Stable Bad Pass Turnovers Per 75,Stable Non Bad Pass Turnovers Per 75,Post Up Impact / 75 Poss,Contested OReb%,OReb Per Game,Putback Shot Making,% Rim Shots Contested%,Post Defense,Bad Pass Steals,Pickpocket Rating,Defensive Rebounding Talent,Defensive RAPTOR,Offensive RAPTOR,Multiple Teams
Johnny Davis,21,WAS 2024,613,SG,Athletic Finisher,Chaser,-0.26,-3.15,-2.97,-0.18,3.95,4.34,87.25,16.03,1.00,82.00,240.00,86.52,24.71,45.20,1.30,3.25,1.37,18.09,-0.10,81.91,20.43,-0.31,97.21,35.65,106.07,41.93,118.22,49.78,51.79,467.70,0.61,-0.06,-0.03,-0.03,-0.03,-0.47,-0.73,-0.90,-0.08,-0.47,25.00,-0.59,0.81,1.22,27.24,-0.83,25.97,25.57,0.19,-0.78,38.03,3.51,-0.32,-0.55,1.04,0.06,50.00,35.58,25.39,36.22,35.55,34.08,3.81,0.08,0.32,-0.94,-0.18,0.27,0.80,0.06,27.78,0.36,0.19,42.40,-0.10,10.00,0.45,-0.85,-0.29,-0.73,No
Johnny Juzang,22,UTA 2024,372,SG,Movement Shooter,Chaser,0.12,-1.95,-0.98,-0.97,3.95,4.88,82.58,24.90,1.00,81.00,210.00,112.06,46.67,63.40,0.27,2.97,1.23,14.63,-0.10,85.37,18.68,-1.22,100.44,40.41,106.06,38.60,127.59,39.86,64.44,627.14,0.49,0.25,0.21,-0.15,-0.18,-0.81,0.17,-0.69,0.20,0.17,22.22,-0.61,0.59,0.70,35.88,-0.19,70.00,24.85,-0.13,0.85,39.51,2.86,-0.78,-0.57,0.00,0.00,66.67,33.86,25.77,37.76,34.00,32.86,27.35,1.32,-0.17,-0.95,-0.25,0.42,1.13,0.00,57.14,0.35,2.03,41.50,-0.10,3.00,0.10,-1.17,-0.29,-0.73,No
Jonas Valanciunas,31,NOP 2024,1925,C,Post Scorer,Anchor Big,4.57,1.34,0.71,0.63,3.95,4.35,93.54,26.21,1.00,83.00,260.00,87.24,21.74,35.80,1.87,4.22,3.79,13.07,-0.10,86.93,19.97,-0.43,92.16,29.65,105.95,43.77,117.11,44.92,46.49,147.02,0.00,0.00,0.18,0.18,-0.07,-0.50,-1.04,-0.96,-0.39,-1.29,0.00,-0.66,-0.04,0.98,19.11,-1.54,16.69,25.30,0.45,-1.04,35.99,9.62,-0.56,0.52,0.55,-0.02,67.89,35.24,29.96,38.00,35.22,33.00,0.00,0.00,0.00,-0.05,-0.32,0.45,1.65,0.36,70.97,2.27,0.28,43.00,-0.10,22.00,0.19,1.79,-0.29,-0.73,No
Jonathan Isaac,26,ORL 2024,914,PF,Stretch Big,Helper,3.28,3.30,0.37,2.93,3.95,4.71,98.59,41.38,2.00,73.00,195.00,120.13,20.00,62.10,0.22,2.65,2.85,15.86,-0.10,84.14,21.82,0.73,97.68,35.96,105.92,44.93,110.30,53.58,50.19,324.56,1.55,0.18,0.16,-1.22,-0.01,-0.36,-0.33,-0.89,0.06,0.00,20.00,-0.51,-1.03,-0.03,20.02,-0.86,39.16,24.96,-0.20,0.10,37.92,13.64,0.00,-0.83,-0.33,0.00,73.17,33.84,27.18,37.22,34.09,32.30,15.23,2.04,0.50,-0.59,0.01,0.35,0.94,-0.12,75.34,1.26,0.25,43.50,-0.10,33.00,0.41,1.36,-0.29,-0.73,No
Jonathan Kuminga,21,GSW 2024,1950,PF,Shot Creator,Wing Stopper,2.67,-0.27,-0.16,-0.12,3.95,4.82,98.59,39.34,9.00,73.00,196.00,107.43,36.59,65.68,2.98,3.13,4.04,18.80,-0.10,81.20,21.86,1.02,101.82,43.63,105.91,47.66,105.40,54.06,62.61,615.02,0.34,0.05,0.08,-0.84,-0.17,-0.75,-0.98,-0.53,-0.52,-1.35,30.77,-0.50,0.65,0.70,43.27,-0.67,19.14,25.67,0.03,-0.95,36.29,9.27,-0.21,0.13,0.34,0.11,67.46,37.56,27.11,39.17,37.54,36.30,13.33,1.14,-0.30,-0.98,-0.35,0.64,1.58,-0.10,55.43,1.24,0.07,36.10,-0.10,41.00,0.26,0.03,-0.29,-0.73,No
Jontay Porter,24,TOR 2024,360,PF,Stretch Big,Mobile Big,0.63,0.31,-0.92,1.24,3.94,4.61,98.59,31.68,5.00,79.00,205.00,108.55,30.00,73.40,1.67,3.46,1.09,13.28,-0.10,86.72,20.24,-0.20,91.53,28.92,105.89,35.34,117.04,36.67,40.53,74.48,0.00,0.14,0.00,0.00,-0.09,-0.66,-0.42,-0.89,-0.17,-0.67,0.00,-0.69,1.06,0.42,18.65,-1.24,57.69,25.68,0.43,0.12,37.28,14.29,-0.97,-0.92,0.16,0.00,50.00,34.54,69.00,39.80,34.75,32.87,8.68,0.98,0.04,-1.38,0.07,1.06,1.05,-0.19,61.54,1.00,0.34,49.00,-0.10,17.00,0.30,-0.75,-0.29,-0.73,No
Jordan Clarkson,31,UTA 2024,1682,SG,Shot Creator,Low Activity,0.92,-1.58,0.73,-2.31,3.94,4.59,86.32,31.93,2.00,77.00,250.00,87.82,26.67,80.70,0.53,1.75,3.02,14.51,-0.10,85.49,18.49,-1.61,102.40,46.12,105.80,47.08,110.65,54.87,56.86,1013.69,0.41,-0.30,-0.13,0.78,-0.92,-1.65,-0.42,0.85,-0.67,-1.07,25.00,-0.52,-1.08,-1.31,60.74,0.12,37.87,26.66,-0.22,-0.52,36.23,5.46,1.81,0.99,0.13,0.22,54.55,36.24,28.53,39.12,36.21,34.22,0.00,0.00,-0.82,-0.87,1.03,1.07,1.92,-0.04,42.86,0.89,0.16,39.90,-0.10,23.00,0.26,-0.65,-0.29,-0.73,No
Jordan Ford,25,SAC 2024,22,PG,Low Minute,Low Minute,0.03,-0.24,-0.32,0.08,3.94,4.53,98.59,25.80,3.00,80.00,216.00,108.67,37.60,65.10,0.00,0.00,1.70,19.74,-0.10,80.26,18.77,-0.28,83.06,20.00,105.77,45.96,110.08,50.57,59.07,347.48,0.94,0.10,0.39,-0.91,0.02,-0.25,-0.44,-0.46,0.01,-0.10,100.00,-0.56,0.11,0.45,20.83,-0.88,42.86,24.90,0.07,-1.06,38.09,0.00,-0.38,-0.48,0.00,0.00,0.00,33.85,26.22,39.07,34.05,34.11,13.26,2.06,0.91,0.82,-0.33,0.62,1.27,0.00,0.00,0.00,0.00,20.00,-0.10,21.00,0.00,-1.81,-0.29,-0.73,No
Jordan Hawkins,21,NOP 2024,1161,SG,Movement Shooter,Chaser,0.42,-1.89,-0.24,-1.65,3.94,4.70,98.59,29.07,2.00,78.00,215.00,116.74,37.05,77.70,1.03,2.27,1.36,16.42,-0.10,83.58,18.93,-1.27,113.14,55.59,105.76,44.98,106.55,41.92,38.29,101.54,0.42,0.85,0.20,-1.22,-0.22,-0.95,0.25,-0.76,0.08,-0.05,28.00,-0.61,0.01,-0.38,45.31,0.05,65.35,25.46,-0.40,1.32,38.38,7.56,-0.41,-0.51,0.00,0.07,0.00,34.06,48.93,40.34,34.64,32.29,13.01,1.55,0.94,-0.31,-0.56,0.44,0.93,0.00,24.14,0.43,0.66,32.70,-0.10,9.00,0.32,-0.10,-0.29,-0.73,No
Jordan McLaughlin,27,MIN 2024,626,PG,Movement Shooter,Point of Attack,1.19,0.58,-0.09,0.67,3.94,4.49,74.84,34.46,7.00,73.00,205.00,108.31,36.00,53.50,0.00,1.83,1.77,20.11,-0.10,79.89,19.05,-1.05,102.25,43.03,105.72,45.29,106.08,45.33,57.32,735.25,0.27,0.02,-0.07,0.04,0.07,-0.04,-0.02,-0.40,0.21,0.60,46.67,-0.16,-0.50,1.40,31.53,-0.13,61.38,24.67,0.57,0.14,40.06,2.68,-0.62,-0.69,0.00,0.00,42.86,34.74,30.65,38.00,34.88,32.89,32.28,0.05,-0.82,1.09,-0.10,0.66,0.73,0.00,16.67,0.32,0.00,32.80,-0.10,20.00,0.89,-0.77,-0.29,-0.73,No
Jordan Miller,24,LAC 2024,28,SF,Low Minute,Low Minute,0.02,-1.32,-0.49,-0.83,3.94,4.68,94.74,25.47,15.00,82.00,255.00,95.36,44.00,56.90,0.00,2.44,1.23,14.82,-0.10,85.18,16.90,-0.46,83.06,20.00,105.69,35.39,109.36,30.70,43.00,13.00,0.00,0.11,0.47,-1.31,0.00,0.00,-0.76,-1.13,0.00,-0.20,0.00,0.00,0.00,0.13,12.50,-1.24,22.22,24.10,-0.07,-1.09,38.09,0.00,-0.59,-0.53,0.00,1.29,0.00,33.78,26.24,37.53,34.26,32.19,8.70,0.38,-0.01,0.11,-0.11,0.80,1.14,0.00,66.67,0.38,1.11,58.30,-0.10,21.00,0.00,-1.80,-0.29,-0.73,No
Jordan Nwora,25,TOR 2024,711,SF,Athletic Finisher,Low Activity,0.26,-1.89,-1.14,-0.75,3.94,4.76,102.05,21.23,4.00,78.00,215.00,113.33,44.24,53.90,0.00,2.37,2.08,14.00,-0.10,86.00,18.31,-1.53,95.99,37.36,105.67,48.96,106.43,53.94,41.50,151.96,0.00,0.51,0.20,-1.24,-0.17,-0.89,-0.06,-0.04,-0.05,-0.33,27.03,-0.17,-0.05,-0.67,48.85,0.05,43.81,51.70,0.33,0.05,37.44,8.70,0.02,-0.14,0.94,-0.21,93.75,33.73,26.12,39.31,34.06,33.75,21.13,0.43,1.47,-0.49,0.41,0.94,1.51,0.15,53.57,0.54,-0.14,48.10,-0.10,15.00,0.54,0.21,-0.29,-0.73,No
Jordan Poole,24,WAS 2024,2346,SG,Primary Ball Handler,Chaser,0.04,-2.44,-0.72,-1.72,3.94,4.55,88.77,28.41,0.00,81.00,221.00,126.07,20.00,64.50,6.27,3.65,3.13,16.65,-0.10,83.35,19.22,-0.98,99.43,44.70,105.65,42.28,110.30,45.97,49.69,50.09,3.55,0.51,0.35,-1.70,-0.54,-1.03,0.13,1.41,-0.44,-0.68,30.37,0.24,-0.53,-1.39,66.68,0.53,47.55,27.10,-0.08,0.00,36.41,5.91,-0.07,-0.13,0.00,-0.01,72.00,35.03,25.73,40.34,35.31,33.77,18.18,0.21,-0.53,-1.87,0.43,0.93,1.79,0.00,31.25,0.41,0.41,38.20,-0.10,52.00,0.51,-1.16,-0.29,-0.73,No
Jordan Walsh,19,BOS 2024,83,SF,Low Minute,Low Minute,0.05,-1.46,-0.73,-0.73,3.94,4.58,100.82,34.07,4.00,83.00,255.00,96.35,43.87,42.20,1.20,4.98,1.36,15.95,-0.10,84.05,19.10,-0.52,110.75,33.33,105.63,50.34,112.71,68.69,21.10,520.84,0.00,0.07,0.00,0.00,0.00,0.00,-0.62,-1.06,-0.08,-0.55,0.00,0.00,0.00,0.78,15.28,-1.31,60.00,25.19,0.17,-0.70,37.47,0.00,0.00,-0.79,0.00,0.00,100.00,34.78,26.16,37.92,35.38,33.00,17.43,0.42,0.12,-0.59,-0.11,0.46,1.27,0.00,80.00,0.56,0.00,44.40,-0.10,2.00,1.36,-1.29,-0.29,-0.73,No
Jose Alvarado,25,NOP 2024,1028,PG,Movement Shooter,Point of Attack,1.42,-0.21,-0.30,0.09,3.94,4.67,100.28,38.31,6.00,75.00,200.00,101.84,35.38,50.90,1.07,3.19,1.65,21.89,-0.10,78.11,20.79,-0.08,116.41,52.12,105.59,43.73,110.27,46.92,55.56,462.33,1.64,0.39,0.09,-0.40,-0.04,-0.45,0.00,-0.33,-0.05,-0.30,35.14,-0.17,1.12,0.39,37.74,-0.35,60.00,25.38,0.23,0.50,37.75,8.47,-0.05,-0.52,0.00,0.13,72.73,35.00,27.26,38.00,35.00,31.00,23.79,0.02,1.27,-0.10,-1.02,0.53,1.01,0.00,32.00,0.45,0.45,33.00,-0.10,31.00,1.00,0.15,-0.29,-0.73,No
Josh Giddey,21,OKC 2024,2012,SG,Athletic Finisher,Helper,2.75,-0.28,-0.11,-0.17,3.94,4.51,101.78,43.74,5.00,75.00,200.00,114.84,36.67,39.20,1.59,1.98,1.73,14.12,-0.10,85.88,18.77,-1.50,92.20,32.69,105.55,37.84,106.29,37.50,40.56,8.14,2.70,0.22,-0.07,-1.09,-0.23,-0.96,-1.04,-0.73,-0.68,-1.54,20.00,-0.71,1.26,1.79,24.09,-1.48,28.69,24.77,0.77,-0.73,36.36,4.06,0.72,0.25,-0.15,-0.14,61.54,34.00,29.00,38.00,35.00,33.00,0.00,0.00,0.00,0.28,1.59,1.11,1.77,-0.12,50.45,1.39,0.07,43.00,-0.10,32.00,0.36,1.61,-0.29,-0.73,No
Josh Green,23,DAL 2024,1505,SG,Stationary Shooter,Point of Attack,1.24,-1.14,-0.92,-0.22,3.94,4.60,98.61,28.77,6.00,76.00,200.00,114.84,51.11,47.50,2.59,2.58,1.83,21.68,-0.10,78.32,21.82,1.03,109.07,50.72,105.54,46.80,144.32,41.67,45.70,23.49,1.85,0.03,0.05,-1.35,0.01,-0.31,-0.58,-0.88,-0.18,-0.53,36.36,-0.54,-0.39,1.82,19.22,-1.15,50.00,24.26,0.18,-0.20,38.29,3.85,-0.43,-0.82,0.00,0.00,75.00,37.18,26.19,38.36,36.99,32.00,13.17,0.12,-0.53,-1.13,0.10,0.59,0.94,0.00,30.00,0.70,-0.34,32.40,-0.10,26.00,0.51,-0.17,-0.29,-0.73,No
Josh Hart,28,NYK 2024,2707,SF,Movement Shooter,Helper,5.27,0.65,-0.44,1.09,3.94,4.49,98.59,17.30,13.00,80.00,255.00,86.66,31.71,54.41,1.07,2.42,1.71,16.34,-0.10,83.66,20.68,0.16,99.76,40.38,105.51,48.85,107.77,58.38,49.93,1304.52,1.05,-0.04,-0.03,-0.32,-0.56,-1.51,-1.29,-0.23,-0.98,-1.96,26.47,-0.77,0.21,1.01,38.07,-1.17,38.00,25.20,0.37,-1.30,35.81,2.56,-0.78,-0.73,0.52,-0.12,68.29,34.87,29.41,38.78,35.00,32.89,0.00,0.00,-0.29,0.90,0.22,0.69,1.01,0.00,42.97,1.58,0.33,36.40,-0.10,43.00,0.45,2.39,-0.29,-0.73,No
Josh Minott,21,MIN 2024,91,SF,Low Minute,Low Minute,0.08,-1.00,-0.45,-0.54,3.93,4.34,98.59,32.75,5.00,79.00,230.00,98.83,48.15,73.90,0.00,3.55,2.84,13.10,-0.10,86.90,17.52,-1.04,103.83,40.00,105.43,43.33,117.07,36.27,53.23,233.63,4.33,-0.29,-0.11,0.68,-0.01,-0.52,-0.57,-1.07,-0.01,-0.29,0.00,-0.68,0.21,0.48,30.68,-0.61,27.78,25.04,-0.15,-0.72,38.22,5.56,-0.48,-0.43,0.00,0.37,40.00,33.80,25.48,38.19,33.90,31.38,0.00,0.00,-0.89,0.91,0.26,0.41,1.11,0.00,50.00,0.13,0.95,32.50,-0.10,2.00,1.09,-1.32,-0.29,-0.73,No
Josh Okogie,25,PHO 2024,960,SG,Athletic Finisher,Point of Attack,1.09,-0.65,-0.56,-0.09,3.93,4.50,97.11,19.71,7.00,82.00,240.00,90.97,37.53,60.20,3.02,2.59,3.73,22.16,-0.10,77.84,23.06,1.72,108.01,48.53,105.41,44.85,110.12,60.34,44.91,25.85,0.00,0.42,0.00,0.00,-0.05,-0.49,-0.89,-0.76,-0.44,-1.51,20.00,-0.49,-1.48,1.78,20.92,-1.58,45.63,24.23,0.92,-0.75,36.07,10.48,-0.49,-0.69,0.00,0.00,85.71,35.74,44.34,37.45,35.67,33.85,30.28,3.34,-1.08,0.08,-0.34,0.56,0.94,0.00,62.16,1.23,0.40,35.60,-0.10,23.00,0.95,-0.52,-0.29,-0.73,No
Josh Richardson,30,MIA 2024,1103,SG,Movement Shooter,Point of Attack,0.84,-1.23,-0.94,-0.29,3.93,4.35,98.59,22.32,3.00,77.00,195.00,123.49,20.00,76.50,0.54,2.57,1.76,20.81,-0.10,79.19,21.08,0.31,102.97,47.11,105.39,42.46,114.80,55.56,46.87,94.97,0.00,0.21,0.09,-0.34,-0.15,-0.67,-0.44,-0.74,-0.34,-0.72,21.43,-0.53,0.90,0.40,33.82,-0.71,54.76,25.63,-0.31,0.28,37.40,3.41,-0.45,-0.20,1.13,-0.03,82.35,34.87,27.25,38.00,34.88,31.00,0.00,0.00,0.08,-0.11,-0.26,0.56,0.80,0.03,27.78,0.42,0.32,30.40,-0.10,15.00,0.30,-0.22,-0.29,-0.73,No
Joshua Primo,21,LAC 2024,10,SG,Low Minute,Low Minute,0.01,-1.03,-0.39,-0.63,3.93,4.46,98.59,45.71,9.00,79.00,230.00,108.94,43.45,88.20,0.00,0.00,0.00,10.25,-0.10,89.75,14.59,-0.21,102.52,40.00,105.37,42.19,104.17,50.00,21.54,2.73,0.00,0.02,0.00,0.00,0.00,0.00,-0.78,-1.08,-0.01,-0.33,0.00,0.00,0.00,0.11,12.50,-1.30,33.33,26.80,-0.05,-1.19,38.00,0.00,0.00,-0.79,0.00,0.00,100.00,32.93,26.09,40.52,33.25,32.79,21.04,0.13,1.12,-1.16,-0.32,1.14,1.42,0.00,0.00,0.50,0.00,60.00,-0.10,21.00,0.00,-1.91,-0.29,-0.73,No
Jrue Holiday,33,BOS 2024,2263,PG,Shot Creator,Wing Stopper,4.24,0.53,0.01,0.52,3.93,4.70,97.44,32.19,4.00,79.00,217.00,89.33,30.13,83.50,0.40,1.77,1.38,21.01,-0.10,78.99,22.71,1.68,107.29,51.88,105.29,42.24,108.88,41.42,23.57,56.12,3.45,0.49,0.00,0.00,0.56,0.49,0.98,0.70,0.95,1.12,39.33,0.83,1.65,0.70,52.54,0.91,46.73,25.55,0.33,0.36,40.99,4.65,-0.29,-0.34,0.42,-0.08,69.23,36.62,27.35,39.68,36.74,31.42,8.18,0.47,0.77,-0.08,0.60,0.86,1.17,0.00,46.43,1.22,-0.13,36.60,-0.10,34.00,0.44,-0.02,-0.29,-0.73,No
JT Thor,21,CHO 2024,781,PF,Athletic Finisher,Helper,-0.14,-2.76,-2.76,-0.01,3.93,4.77,101.34,31.62,5.00,76.00,190.00,119.82,32.94,59.50,0.00,2.84,0.85,14.15,-0.10,85.85,19.31,-0.97,97.75,33.14,105.29,48.65,114.95,69.85,52.67,233.36,3.26,0.01,0.20,-0.99,-0.09,-0.70,-0.67,-0.99,-0.18,-0.84,0.00,-0.71,0.23,1.37,17.99,-1.35,44.26,24.52,0.16,-0.36,37.33,6.78,-0.84,-0.71,1.24,0.01,59.09,33.87,28.90,38.00,34.88,32.89,0.00,0.00,-0.85,-0.16,-0.70,0.23,0.77,0.10,62.79,0.68,-0.21,45.00,-0.10,7.00,0.19,-0.43,-0.29,-0.73,No
Juan Toscano-Anderson,30,SAC 2024,53,SF,Low Minute,Low Minute,0.07,-0.48,-0.64,0.16,3.93,4.67,100.56,32.15,2.00,77.00,215.00,114.63,34.12,66.80,5.70,7.47,0.00,13.69,-0.10,86.31,18.22,-0.67,102.10,36.67,105.25,37.81,105.73,42.53,42.87,396.63,1.22,0.26,0.51,0.35,0.00,0.00,-0.63,-1.09,0.00,-0.23,0.00,0.00,0.00,0.28,17.50,-1.07,33.33,23.70,-0.01,-0.96,37.80,0.00,0.00,-0.69,0.00,0.00,25.00,35.45,27.30,38.96,36.57,33.12,2.96,0.27,-0.31,-0.50,-0.26,0.71,1.17,0.00,75.00,0.36,-1.21,27.30,-0.10,21.00,0.66,-1.49,-0.29,-0.73,No
Jules Bernard,24,WAS 2024,149,SG,Secondary Ball Handler,Chaser,0.15,-0.82,-0.35,-0.47,3.93,4.27,101.79,35.15,9.00,82.00,251.00,93.36,34.44,55.10,0.00,3.27,3.04,15.93,-0.10,84.07,18.29,-0.91,118.36,56.00,105.21,38.51,113.93,38.89,35.10,50.69,0.00,0.32,-0.01,-1.32,0.05,-0.16,-0.02,-0.14,0.01,-0.16,44.44,-0.15,-0.06,-0.52,52.16,0.25,45.31,26.13,-0.25,-0.31,37.92,3.12,-0.62,-0.59,0.00,0.33,0.00,35.82,48.30,39.16,36.06,30.40,7.76,0.87,-0.54,-1.23,-0.12,0.70,1.21,0.00,60.00,0.53,0.64,47.50,-0.10,1.00,0.47,-1.16,-0.29,-0.73,No
Julian Champagnie,22,SAS 2024,1468,SF,Movement Shooter,Helper,1.58,-0.74,-1.27,0.54,3.93,4.85,96.47,31.88,14.00,75.00,194.00,122.25,23.64,53.00,0.61,1.87,1.53,15.90,-0.10,84.10,20.40,-0.10,105.24,47.69,105.20,45.54,109.57,55.30,44.11,421.99,3.67,-0.45,-0.25,1.58,0.07,-0.08,-0.38,-1.00,-0.24,-0.65,50.00,-0.58,1.08,0.69,28.60,-0.87,68.91,24.93,-0.12,0.42,36.52,9.17,-0.97,-1.09,0.00,0.03,60.00,35.81,25.17,41.77,36.11,33.13,11.71,1.65,-0.13,-0.31,0.18,0.66,0.82,0.00,47.62,0.57,0.38,39.40,-0.10,28.00,0.49,-0.55,-0.29,-0.73,No
Julian Phillips,20,CHI 2024,323,SF,Athletic Finisher,Helper,0.01,-2.42,-2.13,-0.29,3.93,4.73,99.82,27.56,15.00,79.00,226.00,111.21,48.28,64.70,1.86,4.56,2.17,14.70,-0.10,85.30,19.53,-0.66,102.28,38.51,105.20,43.08,111.28,40.48,50.50,207.00,0.00,0.38,0.46,-0.23,0.00,0.00,-0.58,-1.04,-0.11,-0.74,0.00,0.00,0.00,1.22,16.45,-1.36,49.35,24.20,0.41,-0.31,37.31,5.26,-0.66,-0.90,0.00,0.00,40.00,36.81,26.18,39.92,36.77,36.23,5.04,0.34,-0.94,-0.64,-0.37,0.38,1.07,0.00,58.33,0.30,0.44,38.00,-0.10,5.00,0.23,-1.36,-0.29,-0.73,No
Julian Strawther,21,DEN 2024,545,SF,Off Screen Shooter,Low Activity,0.11,-2.15,-0.97,-1.18,3.93,4.53,85.80,27.92,1.00,80.00,260.00,93.96,28.00,63.30,0.73,3.60,2.53,14.43,-0.10,85.57,18.12,-1.67,102.88,43.03,105.19,39.66,108.52,43.16,48.27,74.48,0.67,-0.19,-0.05,0.23,-0.06,-0.60,-0.20,-0.57,-0.45,-1.54,31.58,-0.38,0.83,-0.01,42.81,-0.79,62.16,25.94,-0.09,0.57,35.51,4.55,0.78,-0.18,1.04,-0.05,42.86,34.12,25.71,37.40,34.75,32.36,12.77,1.13,-0.33,-0.71,-0.54,0.36,1.26,0.07,0.00,0.10,0.45,36.80,-0.10,12.00,0.33,-0.74,-0.29,-0.73,No
Julius Randle,29,NYK 2024,1630,PF,Shot Creator,Wing Stopper,3.12,0.59,1.11,-0.52,3.93,4.62,87.01,24.85,2.00,84.00,222.00,87.56,22.67,52.80,2.09,2.84,4.97,15.42,-0.10,84.58,21.16,0.55,94.61,32.58,105.15,38.39,108.77,44.87,50.21,67.85,0.00,0.01,-0.02,-1.32,-1.00,-1.75,-0.76,0.58,-0.89,-1.27,24.47,-0.88,-0.80,-1.42,54.11,-0.23,29.19,25.27,-0.23,-0.26,37.08,9.20,1.64,0.73,0.41,0.00,47.50,42.27,25.50,42.46,41.98,33.43,30.67,2.45,-0.20,2.07,0.45,0.87,2.48,-0.36,60.61,2.15,0.78,31.70,-0.10,18.00,0.16,1.35,-0.29,-0.73,No
Justin Champagnie,22,WAS 2024,235,SF,Athletic Finisher,Helper,0.34,-0.15,-0.04,-0.11,3.93,4.39,101.95,29.58,4.00,82.00,268.00,93.94,36.11,44.00,0.00,2.10,1.50,15.88,-0.10,84.12,20.16,-0.49,100.37,41.67,105.13,45.14,108.18,52.74,48.64,92.86,0.52,0.06,-0.12,-1.53,-0.01,-0.43,-0.40,-0.82,-0.22,-0.73,33.33,-0.51,0.08,-0.38,37.50,-0.58,57.69,25.54,-0.10,-0.10,36.72,5.00,-0.75,-0.71,0.00,0.00,100.00,34.59,25.80,38.38,35.26,33.14,35.73,4.13,-0.57,-0.67,-0.11,0.83,0.96,0.00,68.42,1.27,0.21,44.40,-0.10,6.00,0.60,0.05,-0.29,-0.73,No
Justin Holiday,34,DEN 2024,862,SG,Movement Shooter,Chaser,0.36,-1.80,-1.78,-0.03,3.93,4.45,98.59,22.45,2.00,84.00,240.00,89.27,38.35,53.46,0.35,2.97,0.47,17.37,-0.10,82.63,20.38,-0.29,99.19,41.28,105.10,45.18,105.50,51.31,48.56,179.33,0.00,0.02,0.03,-0.22,0.11,0.04,-0.04,-0.87,0.22,0.39,46.15,-0.44,-0.48,0.54,36.59,-0.05,70.10,24.48,0.08,0.36,38.53,0.00,-0.82,-0.84,0.00,-0.03,71.43,36.04,47.64,39.35,36.04,34.34,22.18,2.79,-0.85,0.51,-0.51,0.40,0.52,0.00,33.33,0.16,0.00,37.50,-0.10,17.00,0.81,-1.57,-0.29,-0.73,No
Justin Jackson,28,MIN 2024,1,SF,Low Minute,Low Minute,0.00,-1.04,-0.12,-0.92,3.92,4.75,98.59,38.84,15.00,75.00,200.00,118.42,24.44,66.90,0.00,0.00,0.00,7.14,-0.10,92.86,15.26,-0.04,102.52,40.00,105.07,44.78,108.96,54.12,53.42,219.32,1.56,-0.07,0.24,-1.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.54,0.00,0.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,35.20,25.35,41.29,35.27,32.33,43.85,5.52,-0.89,0.05,-0.11,0.71,1.24,0.00,0.00,0.00,0.00,36.40,-0.10,21.00,0.00,-2.00,-0.29,-0.73,No
Justin Minaya,24,POR 2024,381,SF,Athletic Finisher,Helper,0.10,-2.04,-2.18,0.14,3.92,4.53,98.59,36.57,3.00,74.00,190.00,107.53,42.07,68.40,8.92,3.47,1.19,17.55,-0.10,82.45,19.94,-0.42,104.37,44.21,105.06,46.23,112.81,54.68,54.66,313.49,0.78,-0.04,0.25,0.47,0.05,-0.16,-0.65,-0.87,-0.28,-1.24,66.67,-0.48,0.03,0.35,27.81,-1.19,66.22,25.21,0.08,-0.44,35.56,12.50,-0.68,-0.72,0.00,0.00,50.00,34.12,28.81,38.78,34.43,31.79,18.99,0.06,0.68,0.87,-0.58,0.34,0.95,0.00,53.33,0.88,-0.27,33.70,-0.10,5.00,0.39,-1.00,-0.29,-0.73,No
